num_ssu,case,case_label,block,relative_start_s,relative_end_s,npu_id,ssu_id,pipeline_state_at_left_boundary,active_request_id,controller_request_id,controller_prefetch_only,slack_eligible_admitted_nonprefetch,prefetch_requests_excluded_from_slack,current_compute_layer,next_compute_layer,next_compute_layer_io_ready,waiting_on_io_layer,npu_utilization,compute_inventory_q_ms,deadline_slack_alpha1p5_ms_diagnostic_only,deadline_slack_alpha2_ms_diagnostic_only,slack_after_remaining_compute_alpha1p5_ms_diagnostic_only,slack_after_remaining_compute_alpha2_ms_diagnostic_only,manifest_demand_gbps_adaptive_input_otherwise_diagnostic,manifest_demand_policy_role,physical_remaining_demand_gbps_diagnostic_only,installed_cir_gbps_not_actual,interval_average_attributed_ssd_service_gbps,npu_link_delivered_gbps_actual_received,link_minus_controller_demand_gbps,link_minus_physical_demand_gbps,interval_average_ssd_service_minus_link_delivery_gbps,ssd_outstanding_gb_at_left_boundary,link_outstanding_gb_at_left_boundary,ssd_served_awaiting_nonstreaming_link_enqueue_gb_at_left_boundary,client_unissued_gb_at_left_boundary,route_plans_in_block,fresh_pressure_reads_in_block,pressure_cache_hits_in_block,route_blocks_by_group_in_block,route_block_count_in_block,dominant_route_group_in_block,dominant_route_group_share_in_block,left_boundary_ssd_command_owned_by_cell,left_boundary_ssd_command_request_id,left_boundary_inflight_ssd_command_physical_service_gbps,left_boundary_inflight_ssd_command_path_id,left_boundary_inflight_ssd_command_layer,left_boundary_inflight_ssd_command_block_idx,left_boundary_inflight_ssd_command_remaining_gb,left_boundary_inflight_ssd_command_age_ms,left_boundary_inflight_ssd_command_start_time_ms,left_boundary_inflight_ssd_command_non_preemptive,allocation_mechanism_code
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,0,0.0,0.5,0,0,compute,928,928,False,True,True,13,14,False,,0.5232913740767308,180.02069418113274,670.4182966777782,1171.918201399065,490.3976024966455,991.8975072179323,0.9692603723327635,counterfactual_diagnostic,0.9692603723327635,,0.823455810546875,0.823455810546875,-0.14580456178588852,-0.14580456178588852,0.0,0.060760498046875,0.0,0.0,0.0,11,2,9,"[212,318,258,433,224,360,269,188]",2262,3,0.1914235190097259,False,,,,,,,,,,layer_once_ttl5_pressure_route
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,0,0.0,0.5,0,1,compute,928,928,False,True,True,13,14,False,,0.5232913740767308,180.02069418113274,670.4182966777782,1171.918201399065,490.3976024966455,991.8975072179323,1.0469083027130126,counterfactual_diagnostic,1.0469083027130126,,0.9439697265625,0.9439697265625,-0.1029385761505126,-0.1029385761505126,0.0,0.0656280517578125,0.0,0.0,0.0,11,2,9,"[362,317,180,164,396,272,332,398]",2421,7,0.164394878149525,False,,,,,,,,,,layer_once_ttl5_pressure_route
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,0,0.0,0.5,0,2,compute,928,928,False,True,True,13,14,False,,0.5232913740767308,180.02069418113274,670.4182966777782,1171.918201399065,490.3976024966455,991.8975072179323,0.8835798974304198,counterfactual_diagnostic,0.7804955760635375,,0.806671142578125,0.806671142578125,-0.07690875485229476,0.026175566514587523,0.0,0.0424652099609375,0.0,0.0,0.0,11,2,9,"[356,263,234,310,162,244,225,356]",2150,0,0.1655813953488372,False,,,,,,,,,,layer_once_ttl5_pressure_route
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,0,0.0,0.5,0,3,compute,928,928,False,True,True,13,14,False,,0.5232913740767308,180.02069418113274,670.4182966777782,1171.918201399065,490.3976024966455,991.8975072179323,0.8273520857757567,counterfactual_diagnostic,0.41367604288787835,,0.738189697265625,0.738189697265625,-0.0891623885101317,0.32451365437774665,0.0,0.0,0.0,0.0,0.0,11,2,9,"[302,274,329,253,241,293,262,245]",2199,2,0.14961346066393816,False,,,,,,,,,,layer_once_ttl5_pressure_route
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,0,0.0,0.5,1,0,compute,417,417,False,True,True,7,8,True,,0.8942857915452042,683.3158504329144,1315.6339547377288,1973.8733795207263,632.3181043048144,1290.5575290878119,0.4222689968078613,counterfactual_diagnostic,0.4222689968078613,,0.405517578125,0.405517578125,-0.016751418682861285,-0.016751418682861285,0.0,0.0,0.0,0.0,0.0,6,1,5,"[251,469,52,124,172,3,113,58]",1242,1,0.3776167471819646,False,,,,,,,,,,layer_once_ttl5_pressure_route
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,0,0.0,0.5,1,1,compute,417,417,False,True,True,7,8,True,,0.8942857915452042,683.3158504329144,1315.6339547377288,1973.8733795207263,632.3181043048144,1290.5575290878119,0.4753076147644042,counterfactual_diagnostic,0.4753076147644042,,0.46929931640625,0.46929931640625,-0.006008298358154196,-0.006008298358154196,0.0,0.0,0.0,0.0,0.0,6,1,5,"[125,69,162,163,139,190,173,377]",1398,7,0.2696709585121602,False,,,,,,,,,,layer_once_ttl5_pressure_route
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,0,0.0,0.5,1,2,compute,417,417,False,True,True,7,8,True,,0.8942857915452042,683.3158504329144,1315.6339547377288,1973.8733795207263,632.3181043048144,1290.5575290878119,0.4324687310302734,counterfactual_diagnostic,0.4324687310302734,,0.427001953125,0.427001953125,-0.00546677790527339,-0.00546677790527339,0.0,0.0,0.0,0.0,0.0,6,1,5,"[111,180,128,139,229,119,180,186]",1272,4,0.1800314465408805,False,,,,,,,,,,layer_once_ttl5_pressure_route
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,0,0.0,0.5,1,3,compute,417,417,False,True,True,7,8,True,,0.8942857915452042,683.3158504329144,1315.6339547377288,1973.8733795207263,632.3181043048144,1290.5575290878119,0.4324687310302734,counterfactual_diagnostic,0.4324687310302734,,0.427001953125,0.427001953125,-0.00546677790527339,-0.00546677790527339,0.0,0.0,0.0,0.0,0.0,6,1,5,"[109,274,104,205,112,181,132,155]",1272,1,0.21540880503144655,False,,,,,,,,,,layer_once_ttl5_pressure_route
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,0,0.0,0.5,2,0,io_barrier,578,578,False,True,True,,13,False,13,0.802622276572467,24.111832337274343,81.58840809141662,145.88662765748154,57.47657575414228,121.7747953202072,7.580719358981323,counterfactual_diagnostic,6.251134971868896,,0.82177734375,0.82177734375,-6.758942015231323,-5.429357628118896,0.0,0.02886962890625,0.0,0.0,0.0,7,0,7,"[191,97,151,201,391,200,778,267]",2276,6,0.34182776801405973,False,,,,,,,,,,layer_once_ttl5_pressure_route
4,layer_once_ttl_5ms,Layer once: TTL 5 ms,0,0.0,0.5,2,1,io_barrier,578,578,False,True,True,,13,False,13,0.802622276572467,24.111832337274343,81.58840809141662,145.88662765748154,57.47657575414228,121.7747953202072,7.246582968502808,counterfactual_diagnostic,5.659435113729859,,0.7344970703125,0.7344970703125,-6.512085898190308,-4.924938043417359,0.0,0.0199737548828125,0.0,0.0,0.0,7,0,7,"[237,319,316,155,460,244,212,126]",2069,4,0.222329627839536,False,,,,,,,,,,layer_once_ttl5_pressure_route
