npu_id,label,active_ms,compute_ms,request_count,completed_count,conditional_utilization
0,LL,0.0,0.0,0,0,
0,LS,0.0,0.0,0,0,
0,SS,1000.0,448.63786660264896,107,106,0.448637866602649
1,LL,0.0,0.0,0,0,
1,LS,0.0,0.0,0,0,
1,SS,1000.0,445.7415952058893,107,106,0.44574159520588935
2,LL,0.0,0.0,0,0,
2,LS,0.0,0.0,0,0,
2,SS,1000.0,447.2040219465814,107,106,0.44720402194658143
3,LL,0.0,0.0,0,0,
3,LS,0.0,0.0,0,0,
3,SS,1000.0,443.15143858308306,106,105,0.4431514385830831
4,LL,0.0,0.0,0,0,
4,LS,0.0,0.0,0,0,
4,SS,1000.0,445.5978760653077,107,106,0.44559787606530765
5,LL,0.0,0.0,0,0,
5,LS,0.0,0.0,0,0,
5,SS,1000.0,448.1953868991752,107,106,0.4481953868991752
6,LL,0.0,0.0,0,0,
6,LS,0.0,0.0,0,0,
6,SS,1000.0,447.8709828068527,106,105,0.44787098280685267
7,LL,0.0,0.0,0,0,
7,LS,0.0,0.0,0,0,
7,SS,1000.0,448.3404046826597,107,106,0.44834040468265973
8,LL,0.0,0.0,0,0,
8,LS,0.0,0.0,0,0,
8,SS,1000.0,444.38834826904804,106,105,0.44438834826904805
9,LL,0.0,0.0,0,0,
9,LS,0.0,0.0,0,0,
9,SS,1000.0,444.12203073147475,107,106,0.44412203073147477
10,LL,0.0,0.0,0,0,
10,LS,0.0,0.0,0,0,
10,SS,1000.0,444.5736155090058,107,106,0.44457361550900576
11,LL,0.0,0.0,0,0,
11,LS,0.0,0.0,0,0,
11,SS,1000.0,448.31220232707574,107,106,0.44831220232707575
12,LL,0.0,0.0,0,0,
12,LS,0.0,0.0,0,0,
12,SS,1000.0,447.3057008797191,107,106,0.4473057008797191
13,LL,0.0,0.0,0,0,
13,LS,0.0,0.0,0,0,
13,SS,1000.0,444.6595449754991,106,105,0.4446595449754991
14,LL,0.0,0.0,0,0,
14,LS,0.0,0.0,0,0,
14,SS,1000.0,447.0856317199009,107,106,0.4470856317199009
15,LL,0.0,0.0,0,0,
15,LS,0.0,0.0,0,0,
15,SS,1000.0,446.71278829473545,107,106,0.44671278829473543
16,LL,0.0,0.0,0,0,
16,LS,0.0,0.0,0,0,
16,SS,1000.0,445.6265911081848,106,105,0.4456265911081848
17,LL,0.0,0.0,0,0,
17,LS,0.0,0.0,0,0,
17,SS,1000.0,445.90872579166535,106,105,0.44590872579166535
18,LL,0.0,0.0,0,0,
18,LS,0.0,0.0,0,0,
18,SS,1000.0,446.2681389729685,106,105,0.44626813897296846
19,LL,0.0,0.0,0,0,
19,LS,0.0,0.0,0,0,
19,SS,1000.0,445.80624206948255,107,106,0.44580624206948255
20,LL,0.0,0.0,0,0,
20,LS,0.0,0.0,0,0,
20,SS,1000.0,449.54574166111297,107,106,0.449545741661113
21,LL,0.0,0.0,0,0,
21,LS,0.0,0.0,0,0,
21,SS,1000.0,449.15810010872474,107,106,0.44915810010872476
22,LL,0.0,0.0,0,0,
22,LS,0.0,0.0,0,0,
22,SS,1000.0,445.19104521489317,106,105,0.44519104521489317
23,LL,327.83946186418325,327.83946186418325,3,2,1.0
23,LS,672.1605381358168,672.1605381358168,5,5,1.0
23,SS,0.0,0.0,0,0,
24,LL,367.2793245361336,367.2793245361336,3,3,1.0
24,LS,632.7206754638664,632.7206754638664,5,4,1.0
24,SS,0.0,0.0,0,0,
25,LL,770.9742612846148,770.9742612846148,6,6,1.0
25,LS,229.02573871538516,229.02573871538516,2,1,1.0
25,SS,0.0,0.0,0,0,
26,LL,731.922589353464,731.922589353464,6,5,1.0
26,LS,268.077410646536,268.077410646536,2,2,1.0
26,SS,0.0,0.0,0,0,
27,LL,555.4747374884264,555.4747374884264,4,4,1.0
27,LS,444.5252625115736,444.5252625115736,4,3,1.0
27,SS,0.0,0.0,0,0,
28,LL,557.9163173321135,557.9163173321135,4,4,1.0
28,LS,442.0836826678865,442.0836826678865,4,3,1.0
28,SS,0.0,0.0,0,0,
29,LL,414.2850193078027,414.2850193078027,3,3,1.0
29,LS,585.7149806921973,585.7149806921973,5,4,1.0
29,SS,0.0,0.0,0,0,
30,LL,383.85195898915026,383.85195898915026,3,2,1.0
30,LS,616.1480410108497,616.1480410108497,5,5,1.0
30,SS,0.0,0.0,0,0,
31,LL,101.54984584210433,101.54984584210433,1,0,1.0
31,LS,898.4501541578957,898.4501541578957,7,7,1.0
31,SS,0.0,0.0,0,0,
