request_id,npu_id,generation,input_order_1based,role,qos_category,total_tokens,total_length_k,nql_tokens,hit_prefix_tokens,per_layer_read_gib,per_layer_read_mib,per_layer_compute_ms,bandwidth_demand_gib_s,n_layers,ideal_compute_8layers_ms,total_read_8layers_gib,placement,ssu_count,constructed_profile,compute_method,compute_extrapolated,compute_source,compute_scale,padding_gib_per_layer,construction_anchors_json
0,0,0,1,S,SL,20501,20.0205078125,1045,19456,0.0255126953125,26.125,5.352037890879971,4.766912311285086,8,42.81630312703977,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.712855875492096},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.03586238622665405},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.733363687992096},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.015354573726654053}]"
1,0,1,2,S,SL,20523,20.0419921875,1067,19456,0.0255126953125,26.125,5.4654080307074855,4.668031219106881,8,43.723264245659884,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6739993691444397},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.0733761191368103},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7159915566444397},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.0313839316368103}]"
2,0,2,3,S,SL,20499,20.0185546875,1043,19456,0.0255126953125,26.125,5.3417391945257755,4.776102760435301,8,42.733913556206204,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.716391146183014},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.032449185848236084},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7349458336830139},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.013894498348236084}]"
3,0,3,4,S,SL,20542,20.060546875,1086,19456,0.0255126953125,26.125,5.563443245911806,4.585774345994729,8,44.50754596729445,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6404879093170166},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.1057279109954834},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7010347843170166},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.0451810359954834}]"
4,0,4,5,S,SL,20533,20.0517578125,1077,19456,0.0255126953125,26.125,5.516991112405669,4.624385791583278,8,44.13592889924535,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.656356394290924},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.09040874242782593},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7081142067909241},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.03865092992782593}]"
5,0,5,6,S,SL,20485,20.0048828125,1029,19456,0.0255126953125,26.125,5.269684160017292,4.841408808913566,8,42.15747328013833,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.7411513924598694},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.008543431758880615},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7460342049598694},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.0036606192588806152}]"
6,0,6,7,L,LL,204796,199.99609375,1660,203136,0.2663726806640625,272.765625,57.36499915581842,4.643470488695106,8,458.91999324654734,2.1309814453125,ring_hash,1,True,bilinear_interpolation_length_nql,False,data,1.0,0.0,"[{""compute_us"":34100.781654707,""nql"":1024,""seq_len_k"":192,""weight"":0.0001850128173828125},{""compute_us"":68056.18615283375,""nql"":2048,""seq_len_k"":192,""weight"":0.0003032684326171875},{""compute_us"":35442.950937563524,""nql"":1024,""seq_len_k"":200,""weight"":0.3787212371826172},{""compute_us"":70740.53784115809,""nql"":2048,""seq_len_k"":200,""weight"":0.6207904815673828}]"
7,0,7,8,S,SL,20489,20.0087890625,1033,19456,0.0255126953125,26.125,5.290264912739201,4.822574244073158,8,42.32211930191361,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.7340746521949768},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.015376031398773193},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7428637146949768},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.006586968898773193}]"
8,0,8,9,S,SL,20551,20.0693359375,1095,19456,0.0255126953125,26.125,5.609921299396883,4.547781323642249,8,44.879370395175066,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6246290802955627},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.12103742361068726},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.6939650177955627},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.051701486110687256}]"
9,0,9,10,L,LL,204791,199.9912109375,1655,203136,0.2663726806640625,272.765625,57.19132686023129,4.657571266269888,8,457.53061488185034,2.1309814453125,ring_hash,1,True,bilinear_interpolation_length_nql,False,data,1.0,0.0,"[{""compute_us"":34100.781654707,""nql"":1024,""seq_len_k"":192,""weight"":0.0004216432571411133},{""compute_us"":68056.18615283375,""nql"":2048,""seq_len_k"":192,""weight"":0.0006769895553588867},{""compute_us"":35442.950937563524,""nql"":1024,""seq_len_k"":200,""weight"":0.3833674192428589},{""compute_us"":70740.53784115809,""nql"":2048,""seq_len_k"":200,""weight"":0.6155339479446411}]"
10,0,10,11,S,SL,20553,20.0712890625,1097,19456,0.0255126953125,26.125,5.620253275724043,4.539420923021172,8,44.96202620579234,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.621106207370758},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.12443822622299194},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.6923952698707581},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.05314916372299194}]"
11,0,11,12,S,SL,20520,20.0390625,1064,19456,0.0255126953125,26.125,5.449939346192961,4.681280596328437,8,43.59951476954369,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6792945861816406},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.06826400756835938},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7183570861816406},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.029201507568359375}]"
12,0,12,13,S,SL,20561,20.0791015625,1105,19456,0.0255126953125,26.125,5.661593981022275,4.506274275057313,8,45.2927518481782,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6070194840431213},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.13803666830062866},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.6861210465431213},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.05893510580062866}]"
13,0,13,14,S,SL,20524,20.04296875,1068,19456,0.0255126953125,26.125,5.470564898878473,4.663630865201944,8,43.76451919102779,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6722345352172852},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.07507991790771484},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7152032852172852},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.032111167907714844}]"
14,0,14,15,S,SL,20543,20.0615234375,1087,19456,0.0255126953125,26.125,5.568606194077854,4.581522633012269,8,44.54884955262283,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6387253403663635},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.10742944478988647},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7002487778663635},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.045906007289886475}]"
15,0,15,16,S,SL,20538,20.056640625,1082,19456,0.0255126953125,26.125,5.542794653245012,4.602857747501736,8,44.34235722596009,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6475393772125244},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.09892058372497559},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7041800022125244},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.042279958724975586}]"
16,0,16,17,S,SL,20488,20.0078125,1032,19456,0.0255126953125,26.125,5.285119244559115,4.827269571782059,8,42.28095395647292,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.7358436584472656},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.013668060302734375},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7436561584472656},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.005855560302734375}]"
17,0,17,18,S,SL,20491,20.0107421875,1035,19456,0.0255126953125,26.125,5.300557209098596,4.813210065671313,8,42.404457672788766,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.7305369973182678},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.018791615962982178},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7412791848182678},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.008049428462982178}]"
18,0,18,19,S,SL,20514,20.033203125,1058,19456,0.0255126953125,26.125,5.419010617156893,4.707998768580628,8,43.35208493725514,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6898882389068604},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.05803656578063965},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7230913639068604},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.02483344078063965}]"
19,0,19,20,S,SL,20540,20.05859375,1084,19456,0.0255126953125,26.125,5.553118309578929,4.594300695609442,8,44.42494647663143,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6440134048461914},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.1023244857788086},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7026071548461914},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.043730735778808594}]"
20,0,20,21,S,SL,20548,20.06640625,1092,19456,0.0255126953125,26.125,5.594425734904198,4.56037786922859,8,44.755405879233585,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6299142837524414},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.1159353256225586},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.6963205337524414},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.049529075622558594}]"
21,0,21,22,S,SL,20487,20.0068359375,1031,19456,0.0255126953125,26.125,5.279973896378766,4.831973758430455,8,42.23979117103013,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.737612783908844},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.011959969997406006},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.744448721408844},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.005124032497406006}]"
22,0,22,23,S,SL,20526,20.044921875,1070,19456,0.0255126953125,26.125,5.48087959521967,4.654854183396355,8,43.84703676175736,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6687052249908447},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.07848715782165527},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7136270999908447},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.03356528282165527}]"
23,0,23,24,S,SL,20555,20.0732421875,1099,19456,0.0255126953125,26.125,5.63058653205016,4.531090174580896,8,45.04469225640128,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6175838112831116},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.12783855199813843},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.6908259987831116},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.05459636449813843}]"
24,0,24,25,S,SL,20560,20.078125,1104,19456,0.0255126953125,26.125,5.656425272860905,4.510392002331924,8,45.25140218288724,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6087799072265625},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.1363372802734375},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.6869049072265625},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.0582122802734375}]"
25,0,25,26,S,SL,20521,20.0400390625,1065,19456,0.0255126953125,26.125,5.45509525436473,4.6768560626117,8,43.64076203491784,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6775293946266174},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.06996816396713257},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7175684571266174},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.02992910146713257}]"
26,0,26,27,S,SL,20516,20.03515625,1060,19456,0.0255126953125,26.125,5.42931891350329,4.699059996097711,8,43.43455130802632,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.686356544494629},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.061446189880371094},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7215127944946289},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.026289939880371094}]"
27,0,27,28,S,SL,20552,20.0703125,1096,19456,0.0255126953125,26.125,5.615087127560592,4.543597406935284,8,44.92069702048474,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6228675842285156},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.12273788452148438},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.6931800842285156},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.052425384521484375}]"
28,0,28,29,S,SL,20532,20.05078125,1076,19456,0.0255126953125,26.125,5.511831364237019,4.628714782175057,8,44.09465091389615,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6581201553344727},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.08870601654052734},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7089014053344727},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.037924766540527344}]"
29,0,29,30,S,SL,20508,20.02734375,1052,19456,0.0255126953125,26.125,5.388093408111467,4.735013553048671,8,43.104747264891735,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.700486183166504},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.047804832458496094},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7278299331665039},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.020461082458496094}]"
30,0,30,31,S,SL,20498,20.017578125,1042,19456,0.0255126953125,26.125,5.33659032634829,4.780710856993546,8,42.69272261078632,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.7181589603424072},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.030742406845092773},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7357370853424072},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.013164281845092773}]"
31,0,31,32,S,SL,20525,20.0439453125,1069,19456,0.0255126953125,26.125,5.475722087049203,4.659238527251201,8,43.80577669639362,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6704698204994202},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.07678359746932983},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7144151329994202},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.032838284969329834}]"
32,0,32,33,S,SL,20504,20.0234375,1048,19456,0.0255126953125,26.125,5.3674883354093135,4.753190639315,8,42.93990668327451,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.7075538635253906},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.040981292724609375},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7309913635253906},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.017543792724609375}]"
33,0,33,34,S,SL,20522,20.041015625,1066,19456,0.0255126953125,26.125,5.460251482536239,4.672439610904071,8,43.68201186028991,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6757643222808838},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.07167220115661621},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7167799472808838},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.03065657615661621}]"
34,0,34,35,S,SL,20502,20.021484375,1046,19456,0.0255126953125,26.125,5.35718771905668,4.762329910849643,8,42.85750175245344,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.7110884189605713},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.03756880760192871},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7325727939605713},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.01608443260192871}]"
35,0,35,36,S,SL,20481,20.0009765625,1025,19456,0.0255126953125,26.125,5.249108527291224,4.860386326526516,8,41.99286821832979,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.7482300400733948},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.0017089247703552246},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7492066025733948},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.0007323622703552246}]"
36,0,36,37,S,SL,20509,20.0283203125,1053,19456,0.0255126953125,26.125,5.393245476286353,4.730490281719454,8,43.14596381029082,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.698719561100006},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.049510419368743896},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7270398736000061},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.021190106868743896}]"
37,0,37,38,S,SL,20530,20.048828125,1074,19456,0.0255126953125,26.125,5.501512827898943,4.637396314541256,8,44.012102623191545,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6616480350494385},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.08530020713806152},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7104761600494385},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.03647208213806152}]"
38,0,38,39,S,SL,20490,20.009765625,1034,19456,0.0255126953125,26.125,5.295410900919028,4.817887750329673,8,42.36328720735222,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.7323057651519775},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.01708388328552246},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7420713901519775},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.007318258285522461}]"
39,0,39,40,S,SL,20519,20.0380859375,1063,19456,0.0255126953125,26.125,5.444783758020933,4.685713234233813,8,43.558270064167466,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6810598969459534},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.06655973196029663},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7191458344459534},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.02847379446029663}]"
40,0,40,41,S,SL,20550,20.068359375,1094,19456,0.0255126953125,26.125,5.604755791232915,4.551972692977548,8,44.83804632986332,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6263906955718994},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.11933684349060059},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.6947500705718994},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.050977468490600586}]"
41,0,41,42,S,SL,20511,20.0302734375,1055,19456,0.0255126953125,26.125,5.40355057263535,4.721468776789346,8,43.2284045810828,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.6951866745948792},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.05292123556137085},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.7254601120948792},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.02264779806137085}]"
42,0,42,43,S,SL,20483,20.0029296875,1027,19456,0.0255126953125,26.125,5.2593957036547785,4.850879597207548,8,42.07516562923823,0.2041015625,ring_hash,1,True,bilinear_length_extrapolation_nql_interpolation,True,data,1.0,0.0,"[{""compute_us"":7257.231579079756,""nql"":1024,""seq_len_k"":32,""weight"":1.744690477848053},{""compute_us"":14369.102622125,""nql"":2048,""seq_len_k"":32,""weight"":0.0051264166831970215},{""compute_us"":9941.586459040689,""nql"":1024,""seq_len_k"":48,""weight"":-0.747620165348053},{""compute_us"":19737.809881246598,""nql"":2048,""seq_len_k"":48,""weight"":-0.0021967291831970215}]"
