request_id,runtime_request_id,npu_id,sequence,original_sequence,total_tokens_k,total_tokens,nql,hit_tokens,arrival_ms,per_layer_compute_ms,per_layer_read_GiB,per_layer_SSU0_read_GiB,per_layer_SSU1_read_GiB,per_layer_SSU2_read_GiB
13,0,0,0,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.05706787109375,0.052703857421875,0.059417724609375
7,1,0,1,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.02215576171875,0.029876708984375,0.028533935546875
0,2,0,2,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.011749267578125,0.0152740478515625,0.0132598876953125
12,3,0,3,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.054046630859375,0.0562286376953125,0.0589141845703125
14,4,0,4,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.047332763671875,0.062103271484375,0.05706787109375
17,5,0,5,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.064453125,0.076202392578125,0.071502685546875
10,6,0,6,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0322265625,0.0337371826171875,0.0360870361328125
19,7,0,7,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.063446044921875,0.076873779296875,0.06915283203125
11,8,0,8,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0310516357421875,0.0370941162109375,0.033905029296875
2,9,0,9,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.009735107421875,0.014434814453125,0.013427734375
9,10,0,10,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.035247802734375,0.033233642578125,0.0362548828125
4,11,0,11,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0273590087890625,0.0283660888671875,0.02752685546875
8,12,0,12,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.029205322265625,0.0391082763671875,0.0364227294921875
5,13,0,13,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.027191162109375,0.0276947021484375,0.0283660888671875
15,14,0,14,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.05303955078125,0.05975341796875,0.0537109375
6,15,0,15,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.025177001953125,0.0260162353515625,0.0293731689453125
18,16,0,16,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.062774658203125,0.0706634521484375,0.0760345458984375
3,17,0,17,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0139312744140625,0.0146026611328125,0.009063720703125
16,18,0,18,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.06982421875,0.0699920654296875,0.0723419189453125
1,19,0,19,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0132598876953125,0.013427734375,0.0135955810546875
29,20,1,0,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.033233642578125,0.0337371826171875,0.0377655029296875
32,21,1,1,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.058074951171875,0.056732177734375,0.05438232421875
34,22,1,2,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.04766845703125,0.0599212646484375,0.0589141845703125
36,23,1,3,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0693206787109375,0.0696563720703125,0.07318115234375
38,24,1,4,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0659637451171875,0.0706634521484375,0.072845458984375
37,25,1,5,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.068817138671875,0.069488525390625,0.0738525390625
39,26,1,6,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0652923583984375,0.0711669921875,0.0730133056640625
27,27,1,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0260162353515625,0.02685546875,0.0276947021484375
35,28,1,8,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0537109375,0.05706787109375,0.05572509765625
22,29,1,9,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0115814208984375,0.014434814453125,0.0115814208984375
31,30,1,10,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.029541015625,0.035919189453125,0.036590576171875
21,31,1,11,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0129241943359375,0.015106201171875,0.0122528076171875
33,32,1,12,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0542144775390625,0.0537109375,0.0612640380859375
26,33,1,13,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.02618408203125,0.0313873291015625,0.0229949951171875
20,34,1,14,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0139312744140625,0.014434814453125,0.0119171142578125
25,35,1,15,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.02685546875,0.0290374755859375,0.0273590087890625
30,36,1,16,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0337371826171875,0.0340728759765625,0.03424072265625
23,37,1,17,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.012420654296875,0.013092041015625,0.0120849609375
28,38,1,18,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0322265625,0.037261962890625,0.035247802734375
24,39,1,19,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.025848388671875,0.0293731689453125,0.0280303955078125
44,40,2,0,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0270233154296875,0.025177001953125,0.0310516357421875
41,41,2,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0120849609375,0.015777587890625,0.012420654296875
51,42,2,2,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0357513427734375,0.0317230224609375,0.034576416015625
56,43,2,3,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.068817138671875,0.0743560791015625,0.0689849853515625
59,44,2,4,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0683135986328125,0.068145751953125,0.0730133056640625
40,45,2,5,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.014434814453125,0.0132598876953125,0.0125885009765625
46,46,2,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.02618408203125,0.02618408203125,0.0281982421875
54,47,2,7,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.054046630859375,0.057403564453125,0.0550537109375
50,48,2,8,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.032562255859375,0.0327301025390625,0.0367584228515625
42,49,2,9,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0112457275390625,0.01275634765625,0.0135955810546875
48,50,2,10,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0310516357421875,0.041290283203125,0.0323944091796875
47,51,2,11,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0266876220703125,0.0260162353515625,0.027862548828125
52,52,2,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0528717041015625,0.0612640380859375,0.0550537109375
43,53,2,13,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0105743408203125,0.0159454345703125,0.011077880859375
57,54,2,14,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0642852783203125,0.072509765625,0.0753631591796875
55,55,2,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0538787841796875,0.058746337890625,0.0538787841796875
49,56,2,16,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0317230224609375,0.03558349609375,0.0374298095703125
58,57,2,17,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0676422119140625,0.06915283203125,0.0726776123046875
53,58,2,18,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0522003173828125,0.058746337890625,0.0582427978515625
45,59,2,19,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.024169921875,0.0303802490234375,0.0287017822265625
66,60,3,0,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0250091552734375,0.0310516357421875,0.024505615234375
68,61,3,1,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.033905029296875,0.03424072265625,0.036590576171875
72,62,3,2,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.054046630859375,0.059417724609375,0.05572509765625
69,63,3,3,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.03155517578125,0.0391082763671875,0.0340728759765625
78,64,3,4,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0656280517578125,0.07318115234375,0.0706634521484375
62,65,3,5,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.011077880859375,0.013763427734375,0.01275634765625
77,66,3,6,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0684814453125,0.0706634521484375,0.0730133056640625
79,67,3,7,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.064453125,0.0767059326171875,0.0683135986328125
63,68,3,8,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0120849609375,0.014434814453125,0.011077880859375
