npu_id,label,active_ms,compute_ms,request_count,completed_count,conditional_utilization
0,LL,0.0,0.0,0,0,
0,LS,0.0,0.0,0,0,
0,SS,1000.0,503.8518349633275,120,119,0.5038518349633275
1,LL,0.0,0.0,0,0,
1,LS,0.0,0.0,0,0,
1,SS,1000.0,508.0243743306505,121,120,0.5080243743306505
2,LL,0.0,0.0,0,0,
2,LS,0.0,0.0,0,0,
2,SS,1000.0,499.579443064551,119,118,0.499579443064551
3,LL,0.0,0.0,0,0,
3,LS,0.0,0.0,0,0,
3,SS,1000.0,498.2431512892804,119,118,0.4982431512892804
4,LL,0.0,0.0,0,0,
4,LS,0.0,0.0,0,0,
4,SS,1000.0,506.32674416314376,120,119,0.5063267441631437
5,LL,0.0,0.0,0,0,
5,LS,0.0,0.0,0,0,
5,SS,1000.0,502.648392248188,120,119,0.502648392248188
6,LL,0.0,0.0,0,0,
6,LS,0.0,0.0,0,0,
6,SS,1000.0,503.3293241090205,119,118,0.5033293241090205
7,LL,0.0,0.0,0,0,
7,LS,0.0,0.0,0,0,
7,SS,1000.0,502.36465520892966,120,119,0.5023646552089297
8,LL,0.0,0.0,0,0,
8,LS,0.0,0.0,0,0,
8,SS,1000.0,501.290517253246,120,119,0.501290517253246
9,LL,0.0,0.0,0,0,
9,LS,0.0,0.0,0,0,
9,SS,1000.0,500.59902098823954,120,119,0.5005990209882395
10,LL,0.0,0.0,0,0,
10,LS,0.0,0.0,0,0,
10,SS,1000.0,501.0505197391408,119,118,0.5010505197391408
11,LL,0.0,0.0,0,0,
11,LS,0.0,0.0,0,0,
11,SS,1000.0,505.12428555931047,121,120,0.5051242855593104
12,LL,0.0,0.0,0,0,
12,LS,0.0,0.0,0,0,
12,SS,1000.0,507.1277558319489,121,120,0.5071277558319489
13,LL,0.0,0.0,0,0,
13,LS,0.0,0.0,0,0,
13,SS,1000.0,494.8242632689146,118,117,0.4948242632689146
14,LL,0.0,0.0,0,0,
14,LS,0.0,0.0,0,0,
14,SS,1000.0,502.4148145345607,119,118,0.5024148145345607
15,LL,0.0,0.0,0,0,
15,LS,0.0,0.0,0,0,
15,SS,1000.0,502.3282700760101,120,119,0.5023282700760101
16,LL,0.0,0.0,0,0,
16,LS,0.0,0.0,0,0,
16,SS,1000.0,501.7002384824714,120,119,0.5017002384824714
17,LL,0.0,0.0,0,0,
17,LS,0.0,0.0,0,0,
17,SS,1000.0,502.4850921068637,120,119,0.5024850921068637
18,LL,0.0,0.0,0,0,
18,LS,0.0,0.0,0,0,
18,SS,1000.0,508.5347034587305,121,120,0.5085347034587305
19,LL,0.0,0.0,0,0,
19,LS,0.0,0.0,0,0,
19,SS,1000.0,510.6891050849349,121,120,0.5106891050849349
20,LL,0.0,0.0,0,0,
20,LS,0.0,0.0,0,0,
20,SS,1000.0,503.8389216152186,120,119,0.5038389216152186
21,LL,558.642289448175,558.642289448175,4,4,1.0
21,LS,441.357710551825,441.357710551825,4,3,1.0
21,SS,0.0,0.0,0,0,
22,LL,466.32620175889656,466.32620175889656,4,3,1.0
22,LS,533.6737982411034,533.6737982411034,4,4,1.0
22,SS,0.0,0.0,0,0,
23,LL,327.83946186418325,327.83946186418325,3,2,1.0
23,LS,672.1605381358168,672.1605381358168,5,5,1.0
23,SS,0.0,0.0,0,0,
24,LL,364.6466480993586,364.6466480993586,3,3,1.0
24,LS,635.3533519006414,635.3533519006414,5,4,1.0
24,SS,0.0,0.0,0,0,
25,LL,768.7592640716634,768.7592640716634,6,6,1.0
25,LS,231.24073592833656,231.24073592833656,2,1,1.0
25,SS,0.0,0.0,0,0,
26,LL,731.922589353464,731.922589353464,6,5,1.0
26,LS,268.077410646536,268.077410646536,2,2,1.0
26,SS,0.0,0.0,0,0,
27,LL,555.4747374884264,555.4747374884264,4,4,1.0
27,LS,444.5252625115736,444.5252625115736,4,3,1.0
27,SS,0.0,0.0,0,0,
28,LL,557.9163173321135,557.9163173321135,4,4,1.0
28,LS,442.0836826678865,442.0836826678865,4,3,1.0
28,SS,0.0,0.0,0,0,
29,LL,414.2850193078027,414.2850193078027,3,3,1.0
29,LS,585.7149806921973,585.7149806921973,5,4,1.0
29,SS,0.0,0.0,0,0,
30,LL,386.18792052400113,386.18792052400113,3,2,1.0
30,LS,613.8120794759989,613.8120794759989,5,5,1.0
30,SS,0.0,0.0,0,0,
31,LL,104.17649028882806,104.17649028882806,1,0,1.0
31,LS,895.8235097111719,895.8235097111719,7,7,1.0
31,SS,0.0,0.0,0,0,
